Simulation Number, 1  0  0, 0  0  1, 1  0  1,AspectRatio_ 0  0  1/ 1  0  1,AspectRatio_ 1  0  1/ 1  0  0
405.0,150.5,168.8,152.6,1.106159895150721,1.013953488372093
406.0,153.1,169.6,151.1,1.1224354731965587,0.9869366427171783
407.0,152.0,169.6,150.9,1.123923127899271,0.9927631578947369
408.0,152.1,169.6,152.0,1.1157894736842104,0.9993425378040763
409.0,152.0,169.6,150.1,1.1299133910726182,0.9874999999999999
410.0,154.6,173.8,150.2,1.1571238348868178,0.9715394566623544
411.0,148.3,143.6,146.1,0.9828884325804244,0.9851652056641941
412.0,148.2,143.6,143.8,0.9986091794158553,0.9703103913630231
413.0,148.3,143.6,138.8,1.0345821325648414,0.9359406608226568
414.0,143.9,141.9,134.0,1.058955223880597,0.9312022237665045
415.0,142.0,145.3,137.4,1.0574963609898107,0.967605633802817
416.0,140.8,141.1,131.7,1.0713743356112377,0.935369318181818
417.0,144.2,144.4,135.6,1.064896755162242,0.9403606102635229
418.0,140.0,141.1,135.6,1.0405604719764012,0.9685714285714285
419.0,133.0,138.5,137.3,1.0087399854333576,1.0323308270676692
420.0,142.0,141.1,130.9,1.0779220779220777,0.921830985915493
421.0,138.9,139.4,132.5,1.0520754716981133,0.9539236861051116
422.0,138.7,142.7,134.9,1.0578206078576722,0.9726027397260275
423.0,133.7,138.5,134.9,1.0266864343958488,1.0089753178758416
424.0,138.6,141.1,134.1,1.052199850857569,0.9675324675324676
425.0,138.6,141.9,137.4,1.0327510917030567,0.9913419913419914
426.0,139.3,146.1,137.3,1.064093226511289,0.9856424982053122
427.0,134.9,144.4,136.5,1.057875457875458,1.011860637509266
428.0,138.2,146.1,135.8,1.0758468335787923,0.9826338639652679
429.0,138.5,148.6,138.9,1.0698344132469402,1.0028880866425993
430.0,138.5,150.3,138.1,1.0883417813178857,0.9971119133574007
431.0,142.3,152.0,141.3,1.075725406935598,0.9929725931131412
432.0,138.2,148.6,141.4,1.050919377652051,1.0231548480463097
433.0,136.7,149.5,140.7,1.062544420753376,1.0292611558156548
434.0,139.3,156.2,145.3,1.0750172057811422,1.0430725053840633
435.0,137.9,152.0,143.9,1.0562890896455872,1.043509789702683
436.0,140.8,155.3,147.0,1.0564625850340137,1.0440340909090908
437.0,145.6,159.5,145.3,1.0977288368891946,0.9979395604395606
438.0,142.3,156.2,146.9,1.0633083730428863,1.0323260716795502
439.0,141.2,157.9,147.8,1.0683355886332881,1.0467422096317283
440.0,141.2,159.5,147.7,1.079891672308734,1.0460339943342776
441.0,142.4,159.5,147.7,1.079891672308734,1.0372191011235954
442.0,145.6,161.2,150.1,1.0739506995336443,1.0309065934065933
443.0,143.9,161.2,149.3,1.0797052913596783,1.0375260597637248
444.0,148.3,163.7,150.2,1.0898801597869507,1.0128118678354685
445.0,144.6,162.9,149.3,1.0910917615539182,1.0325034578146612
446.0,148.7,166.3,152.0,1.0940789473684212,1.0221923335574985
447.0,151.6,167.9,149.4,1.1238286479250335,0.9854881266490766
448.0,147.9,167.1,150.3,1.1117764471057883,1.0162271805273835
449.0,150.5,167.1,153.5,1.0885993485342018,1.0199335548172757
450.0,153.9,171.3,151.1,1.1336863004632696,0.9818063677712799
451.0,151.3,171.3,151.9,1.1277156023699804,1.0039656311962988
452.0,150.2,149.5,141.4,1.0572842998585572,0.941411451398136
453.0,149.0,143.6,142.1,1.0105559465165377,0.9536912751677852
454.0,150.5,144.4,136.4,1.0586510263929618,0.9063122923588041
455.0,138.6,146.1,140.6,1.039118065433855,1.0144300144300145
456.0,141.6,146.1,139.0,1.0510791366906473,0.9816384180790961
457.0,140.4,142.7,132.4,1.0777945619335345,0.9430199430199431
458.0,138.2,146.9,130.9,1.1222307104660045,0.9471780028943562
459.0,140.1,146.1,134.9,1.0830244625648628,0.9628836545324769
460.0,137.5,138.5,134.9,1.0266864343958488,0.9810909090909091
461.0,139.4,141.1,130.9,1.0779220779220777,0.9390243902439025
462.0,136.7,140.2,131.0,1.0702290076335876,0.9583028529626921
463.0,136.3,143.6,132.5,1.0837735849056602,0.9721203228173146
464.0,136.3,136.9,134.8,1.0155786350148368,0.9889948642699926
465.0,138.1,141.1,134.2,1.0514157973174367,0.9717595944967414
466.0,134.5,141.9,135.6,1.0464601769911506,1.00817843866171
467.0,136.4,142.7,136.5,1.0454212454212453,1.000733137829912
468.0,137.2,144.4,137.4,1.0509461426491995,1.001457725947522
469.0,133.8,146.1,135.8,1.0758468335787923,1.014947683109118
470.0,136.0,146.9,139.7,1.0515390121689336,1.027205882352941
471.0,137.4,151.1,140.6,1.0746799431009957,1.0232896652110626
472.0,137.1,149.5,139.7,1.0701503221188262,1.0189642596644783
473.0,140.8,149.5,138.9,1.0763138948884088,0.9865056818181818
474.0,142.3,152.8,143.0,1.0685314685314686,1.004919184820801
475.0,139.3,151.1,140.7,1.0739161336176262,1.0100502512562812
476.0,137.9,152.8,142.3,1.0737877723120168,1.031907179115301
477.0,138.7,153.7,145.4,1.0570839064649242,1.048305695746215
478.0,139.0,155.3,143.9,1.079221681723419,1.0352517985611511
479.0,140.1,156.2,146.1,1.0691307323750856,1.0428265524625269
480.0,138.6,155.3,145.5,1.0673539518900343,1.04978354978355
481.0,142.3,158.7,145.5,1.090721649484536,1.022487702037948
482.0,141.2,156.2,148.6,1.0511440107671601,1.0524079320113315
483.0,145.3,161.2,149.4,1.078982597054886,1.0282174810736406
484.0,142.4,158.7,149.3,1.062960482250502,1.0484550561797754
485.0,141.6,160.4,149.4,1.073627844712182,1.055084745762712
486.0,146.4,162.9,151.8,1.0731225296442688,1.0368852459016393
487.0,147.6,165.4,150.3,1.100465735196274,1.0182926829268293
488.0,149.0,167.1,152.0,1.0993421052631578,1.0201342281879195
489.0,148.2,163.7,150.9,1.0848243870112657,1.0182186234817816
490.0,150.2,168.8,151.9,1.1112574061882818,1.011318242343542
491.0,150.2,167.1,151.1,1.1058901389808073,1.0059920106524634
492.0,148.7,167.9,151.1,1.1111846459298478,1.016139878950908
493.0,148.3,145.3,142.0,1.0232394366197184,0.9575185434929196
494.0,146.8,147.8,142.2,1.0393811533052042,0.9686648501362396
495.0,143.4,140.2,138.0,1.0159420289855072,0.9623430962343096
496.0,140.1,138.5,138.1,1.002896451846488,0.9857244825124911
497.0,144.5,136.0,134.2,1.0134128166915053,0.9287197231833909
498.0,138.7,141.1,134.2,1.0514157973174367,0.9675558759913482
499.0,138.6,139.4,131.7,1.0584662110858012,0.9502164502164502
500.0,138.6,137.7,131.6,1.046352583586626,0.9494949494949495
501.0,144.2,136.9,133.3,1.027006751687922,0.9244105409153954
502.0,140.0,141.1,131.7,1.0713743356112377,0.9407142857142856
503.0,138.6,137.7,131.0,1.0511450381679388,0.9451659451659452
504.0,138.7,140.2,130.9,1.071046600458365,0.9437635183850037
505.0,137.8,144.4,132.5,1.089811320754717,0.9615384615384615
506.0,135.3,139.4,134.2,1.038748137108793,0.9918699186991868
507.0,139.3,142.7,134.1,1.064131245339299,0.9626704953338118
508.0,135.7,145.3,134.2,1.0827123695976157,0.9889462048636699
509.0,136.7,145.3,135.8,1.0699558173784978,0.9934162399414779
510.0,135.6,146.9,137.2,1.0706997084548107,1.0117994100294985
511.0,136.3,146.9,139.7,1.0515390121689336,1.02494497432135
512.0,134.8,147.8,138.8,1.0648414985590777,1.029673590504451
513.0,135.3,147.8,138.9,1.0640748740100792,1.0266075388026608
514.0,137.1,149.5,141.4,1.0572842998585572,1.0313639679066375
515.0,138.6,151.1,143.8,1.0507649513212793,1.0375180375180377
516.0,139.4,153.7,141.4,1.086987270155587,1.0143472022955524
517.0,139.3,151.1,142.1,1.0633356790992259,1.0201005025125627
518.0,140.1,154.5,143.8,1.0744089012517384,1.0264097073518916
519.0,139.7,152.8,144.5,1.057439446366782,1.0343593414459558
520.0,138.7,154.5,145.3,1.063317274604267,1.0475847152126894
521.0,140.8,157.0,145.3,1.080523055746731,1.0319602272727273
522.0,140.4,156.2,146.1,1.0691307323750856,1.0405982905982905
523.0,141.5,157.0,145.3,1.080523055746731,1.0268551236749117
524.0,140.1,157.0,146.9,1.0687542545949624,1.0485367594575303
525.0,143.0,160.4,148.6,1.0794078061911172,1.0391608391608391
526.0,142.3,159.5,151.1,1.055592322964924,1.0618411806043568
527.0,144.6,162.1,151.1,1.0727994705493051,1.0449515905947442
528.0,144.9,162.1,150.2,1.0792276964047935,1.0365769496204278
529.0,144.6,161.2,151.1,1.0668431502316347,1.0449515905947442
530.0,147.5,164.6,151.1,1.0893448047650562,1.024406779661017
531.0,148.6,167.9,151.1,1.1111846459298478,1.0168236877523553
532.0,149.4,166.3,151.1,1.1005956320317671,1.0113788487282462
533.0,150.5,168.8,152.6,1.106159895150721,1.013953488372093
534.0,145.3,148.6,138.8,1.0706051873198845,0.9552649690295939
535.0,143.9,146.1,138.0,1.058695652173913,0.9589993050729673
536.0,139.4,140.2,134.9,1.039288361749444,0.9677187948350072
537.0,140.5,142.7,135.7,1.051584377302874,0.9658362989323842
538.0,140.1,136.9,133.3,1.027006751687922,0.9514632405424698
539.0,140.5,141.1,130.1,1.0845503458877785,0.9259786476868327
540.0,137.1,137.7,134.9,1.0207561156412155,0.9839533187454413
541.0,136.4,141.1,133.3,1.058514628657164,0.9772727272727273
542.0,135.2,133.5,131.0,1.0190839694656488,0.9689349112426037
543.0,134.9,137.7,131.7,1.0455580865603644,0.9762787249814676
544.0,134.8,135.2,132.5,1.020377358490566,0.9829376854599405
545.0,137.9,138.5,131.7,1.0516324981017464,0.955039883973894
546.0,134.7,141.1,132.6,1.064102564102564,0.9844097995545658
547.0,133.8,140.2,130.8,1.0718654434250763,0.9775784753363229
548.0,135.2,142.7,131.7,1.0835231586940015,0.974112426035503
549.0,131.9,139.4,135.8,1.0265095729013254,1.0295678544351783
550.0,133.7,141.1,136.4,1.034457478005865,1.0201944652206434
551.0,136.7,145.3,135.6,1.071533923303835,0.991953182150695
552.0,134.1,144.4,137.3,1.0517115804806991,1.0238627889634602
553.0,136.4,148.6,139.6,1.0644699140401146,1.0234604105571847
554.0,135.2,147.8,137.4,1.0756914119359535,1.0162721893491125
555.0,139.3,148.6,140.6,1.0568990042674253,1.009332376166547
556.0,137.5,152.0,142.1,1.0696692470091484,1.0334545454545454
557.0,135.7,146.9,139.6,1.0522922636103154,1.0287398673544583
558.0,136.3,149.5,141.4,1.0572842998585572,1.0374174614820248
559.0,135.9,150.3,141.4,1.062942008486563,1.0404709345106695
560.0,141.2,152.8,145.3,1.0516173434273917,1.0290368271954675
561.0,136.7,152.8,143.7,1.0633263743910928,1.0512070226773957
562.0,138.2,154.5,145.4,1.062585969738652,1.0520984081041969
563.0,140.8,155.3,143.8,1.0799721835883171,1.0213068181818181
564.0,140.0,157.0,143.7,1.092553931802366,1.0264285714285712
565.0,140.8,157.0,146.2,1.0738714090287278,1.0383522727272725
566.0,143.8,159.5,146.1,1.0917180013689254,1.0159944367176632
567.0,143.9,161.2,149.3,1.0797052913596783,1.0375260597637248
568.0,142.7,159.5,147.8,1.0791610284167794,1.0357393132445691
569.0,142.3,160.4,149.4,1.073627844712182,1.049894588896697
570.0,144.6,161.2,148.7,1.0840618695359785,1.0283540802213
571.0,147.9,163.7,150.1,1.0906062624916721,1.0148749154834347
572.0,147.2,163.7,148.7,1.1008742434431742,1.0101902173913044
573.0,149.0,167.1,150.9,1.107355864811133,1.012751677852349
574.0,147.9,166.3,154.3,1.0777705767984447,1.0432724814063556
575.0,148.3,146.1,140.7,1.0383795309168444,0.9487525286581253
576.0,143.1,145.3,136.4,1.06524926686217,0.9531795946890287
577.0,147.5,140.2,135.6,1.0339233038348081,0.919322033898305
578.0,142.7,139.4,135.8,1.0265095729013254,0.9516468114926421
579.0,142.3,135.2,137.4,0.9839883551673944,0.9655657062543921
580.0,137.4,139.4,130.0,1.0723076923076924,0.9461426491994177
581.0,137.1,137.7,135.6,1.0154867256637168,0.9890590809628009
582.0,139.7,134.3,130.1,1.0322828593389701,0.9312813171080888
583.0,134.1,140.2,133.2,1.0525525525525525,0.9932885906040269
584.0,135.6,136.9,131.6,1.040273556231003,0.9705014749262537
585.0,133.4,136.9,130.9,1.0458365164247516,0.9812593703148426
586.0,134.9,137.7,131.0,1.0511450381679388,0.9710896960711638
587.0,134.9,136.9,132.5,1.0332075471698114,0.9822090437361007
588.0,135.2,139.4,129.4,1.0772797527047913,0.9571005917159765
589.0,133.3,141.9,133.3,1.064516129032258,1.0
590.0,135.9,140.2,133.2,1.0525525525525525,0.9801324503311257
591.0,137.9,143.6,133.2,1.078078078078078,0.9659173313995648
592.0,134.2,141.9,135.6,1.0464601769911506,1.0104321907600597
593.0,135.6,144.4,135.7,1.064112011790715,1.0007374631268435
594.0,134.5,146.9,135.7,1.0825350036845984,1.0089219330855017
595.0,136.3,146.1,138.8,1.052593659942363,1.0183418928833456
596.0,134.5,147.8,138.1,1.0702389572773354,1.0267657992565056
597.0,135.2,147.8,138.1,1.0702389572773354,1.0214497041420119
598.0,134.9,149.5,138.8,1.0770893371757924,1.0289103039288363
599.0,135.6,148.6,142.2,1.0450070323488045,1.0486725663716814
600.0,136.7,150.3,140.7,1.0682302771855012,1.0292611558156548
601.0,136.4,153.7,141.4,1.086987270155587,1.0366568914956011
602.0,136.7,151.1,143.0,1.0566433566433566,1.0460863204096562
603.0,138.9,152.8,145.3,1.0516173434273917,1.0460763138948885
604.0,137.4,153.7,143.7,1.069589422407794,1.0458515283842793
605.0,139.4,155.3,143.9,1.079221681723419,1.0322812051649928
606.0,139.3,156.2,146.2,1.0683994528043776,1.0495333811916725
607.0,140.9,158.7,143.9,1.1028492008339124,1.021291696238467
608.0,140.1,157.9,146.1,1.0807665982203971,1.0428265524625269
609.0,141.9,157.9,148.5,1.0632996632996634,1.0465116279069766
610.0,141.5,158.7,149.3,1.062960482250502,1.0551236749116608
611.0,144.2,160.4,151.1,1.0615486432825945,1.0478502080443828
612.0,145.7,162.1,149.4,1.0850066934404283,1.025394646533974
613.0,145.7,162.9,150.1,1.0852764823451033,1.0301990391214826
614.0,147.5,165.4,149.3,1.1078365706630944,1.0122033898305085
615.0,150.5,168.8,150.2,1.1238348868175767,0.9980066445182724
616.0,141.9,146.9,135.8,1.0817378497790868,0.9570119802677942
617.0,143.1,143.6,138.0,1.0405797101449274,0.9643605870020965
618.0,145.3,137.7,138.0,0.9978260869565216,0.9497591190640055
619.0,143.8,140.2,130.1,1.0776325903151422,0.9047287899860916
620.0,143.4,141.9,129.3,1.097447795823666,0.9016736401673641
621.0,136.0,139.4,134.2,1.038748137108793,0.9867647058823529
622.0,139.0,135.2,134.2,1.007451564828614,0.9654676258992805
623.0,138.6,136.0,135.7,1.0022107590272662,0.979076479076479
624.0,138.6,136.9,128.4,1.0661993769470406,0.9264069264069265
625.0,135.7,137.7,132.5,1.0392452830188679,0.9764185703758291
626.0,130.7,136.0,133.2,1.021021021021021,1.0191277735271613
627.0,133.4,136.0,131.0,1.0381679389312977,0.9820089955022488
628.0,132.6,137.7,131.6,1.046352583586626,0.9924585218702866
629.0,132.3,136.9,131.0,1.0450381679389313,0.9901738473167043
630.0,133.8,139.4,131.0,1.0641221374045802,0.9790732436472346
631.0,131.9,139.4,133.2,1.0465465465465467,1.0098559514783927
632.0,131.5,142.7,134.2,1.0633383010432191,1.020532319391635
633.0,132.6,142.7,135.7,1.051584377302874,1.0233785822021115
634.0,131.9,142.7,135.8,1.0508100147275403,1.0295678544351783
635.0,131.5,143.6,137.2,1.0466472303206997,1.0433460076045626
636.0,134.1,145.3,135.8,1.0699558173784978,1.0126771066368383
637.0,133.0,146.1,137.4,1.0633187772925763,1.0330827067669173
638.0,136.4,147.8,138.0,1.0710144927536234,1.0117302052785924
639.0,134.9,147.8,137.2,1.077259475218659,1.0170496664195698
640.0,133.3,148.6,141.4,1.050919377652051,1.0607651912978244
641.0,135.2,149.5,141.4,1.0572842998585572,1.0458579881656807
642.0,137.9,149.5,141.4,1.0572842998585572,1.0253807106598984
643.0,136.7,150.3,142.1,1.0577058409570725,1.0395025603511339
644.0,135.6,150.3,143.7,1.0459290187891441,1.0597345132743363
645.0,139.3,154.5,142.3,1.0857343640196766,1.0215362526920315
646.0,137.4,152.0,144.6,1.0511756569847857,1.0524017467248907
647.0,139.3,157.0,146.2,1.0738714090287278,1.0495333811916725
648.0,139.0,156.2,143.0,1.0923076923076922,1.0287769784172662
649.0,139.7,157.0,145.5,1.0790378006872852,1.04151753758053
650.0,140.1,156.2,147.8,1.0568335588633286,1.0549607423269094
651.0,142.3,159.5,147.0,1.0850340136054422,1.033028812368236
652.0,137.9,154.5,147.8,1.0453315290933693,1.071791153009427
653.0,143.9,162.9,149.4,1.0903614457831325,1.0382209867963863
654.0,141.2,159.5,148.6,1.0733512786002692,1.0524079320113315
655.0,146.4,163.7,149.4,1.0957161981258365,1.0204918032786885
656.0,146.8,163.7,152.0,1.0769736842105262,1.0354223433242506
657.0,144.5,145.3,142.9,1.0167949615115466,0.9889273356401385
658.0,146.8,142.7,140.7,1.0142146410803128,0.9584468664850134
659.0,137.5,136.9,137.4,0.9963609898107715,0.9992727272727273
660.0,140.9,145.3,134.8,1.077893175074184,0.9567068843151172
661.0,135.3,137.7,137.4,1.002183406113537,1.015521064301552
662.0,139.7,136.9,129.4,1.0579598145285936,0.926270579813887
663.0,136.0,136.0,127.7,1.0649960845732185,0.9389705882352941
664.0,136.7,138.5,128.3,1.0795011691348402,0.9385515727871252
665.0,138.6,137.7,129.2,1.0657894736842106,0.9321789321789321
666.0,132.7,136.0,130.8,1.039755351681957,0.9856819894498872
667.0,131.2,134.3,130.7,1.0275439938791127,0.9961890243902439
668.0,130.5,133.5,129.2,1.0332817337461302,0.9900383141762451
669.0,134.9,136.0,130.1,1.0453497309761721,0.9644180874722016
670.0,130.5,137.7,130.1,1.0584166026133743,0.996934865900383
671.0,131.0,136.0,132.4,1.0271903323262839,1.0106870229007634
672.0,133.0,140.2,132.4,1.0589123867069485,0.9954887218045113
673.0,133.7,140.2,131.6,1.0653495440729484,0.9842931937172775
674.0,132.2,142.7,134.1,1.064131245339299,1.014372163388805
675.0,131.2,140.2,134.1,1.0454884414615957,1.0221036585365855
676.0,131.5,142.7,134.0,1.0649253731343282,1.0190114068441065
677.0,134.9,144.4,134.2,1.076005961251863,0.994810971089696
678.0,131.9,145.3,138.1,1.0521361332367851,1.0470053070507959
679.0,130.8,144.4,136.5,1.057875457875458,1.0435779816513762
680.0,131.5,144.4,141.4,1.0212164073550212,1.0752851711026616
681.0,134.1,146.9,139.6,1.0522922636103154,1.041014168530947
682.0,135.2,148.6,140.7,1.0561478322672353,1.040680473372781
683.0,134.5,151.1,137.2,1.1013119533527698,1.0200743494423792
684.0,133.7,149.5,141.4,1.0572842998585572,1.0575916230366493
685.0,135.7,149.5,142.9,1.046186144156753,1.0530582166543847
686.0,136.7,149.5,144.6,1.033886583679115,1.057790782735918
687.0,136.4,151.1,144.5,1.045674740484429,1.0593841642228738
688.0,137.9,153.7,144.5,1.063667820069204,1.0478607686729513
689.0,141.6,155.3,145.4,1.0680880330123796,1.0268361581920904
690.0,139.0,157.0,146.9,1.0687542545949624,1.0568345323741009
691.0,139.7,155.3,147.8,1.050744248985115,1.0579813886900502
692.0,141.2,157.0,146.2,1.0738714090287278,1.0354107648725213
693.0,139.3,157.0,150.2,1.0452729693741678,1.078248384781048
694.0,138.6,155.3,147.8,1.050744248985115,1.0663780663780664
695.0,141.2,159.5,149.4,1.0676037483266398,1.058073654390935
696.0,146.8,162.9,148.7,1.0954942837928716,1.012942779291553
697.0,144.6,161.2,148.5,1.0855218855218856,1.0269709543568466
698.0,141.2,141.1,138.1,1.0217233888486603,0.9780453257790369
699.0,142.3,143.6,132.6,1.0829562594268476,0.93183415319747
700.0,140.8,144.4,131.6,1.0972644376899696,0.9346590909090908
701.0,141.6,143.6,131.7,1.0903568716780563,0.9300847457627118
702.0,138.2,141.9,132.6,1.070135746606335,0.9594790159189581
703.0,140.5,133.5,131.6,1.0144376899696048,0.9366548042704625
704.0,135.3,137.7,127.7,1.0783085356303836,0.9438285291943828
705.0,131.9,136.0,126.8,1.0725552050473186,0.9613343442001515
706.0,137.9,136.0,128.4,1.0591900311526479,0.9311094996374184
707.0,132.5,137.7,129.2,1.0657894736842106,0.9750943396226415
708.0,136.7,136.9,126.8,1.079652996845426,0.9275786393562546
709.0,130.5,135.2,129.4,1.0448222565687788,0.9915708812260536
710.0,132.7,137.7,128.4,1.072429906542056,0.9675960813865864
711.0,133.4,139.4,129.3,1.0781129156999225,0.9692653673163418
712.0,129.7,136.9,130.1,1.0522674865488086,1.0030840400925212
713.0,132.3,138.5,129.4,1.0703245749613601,0.9780801209372637
714.0,131.9,141.1,132.4,1.0657099697885195,1.0037907505686126
715.0,131.5,140.2,132.6,1.057315233785822,1.0083650190114068
716.0,130.8,141.9,134.0,1.058955223880597,1.0244648318042813
717.0,129.6,141.1,133.3,1.058514628657164,1.0285493827160495
718.0,129.0,141.1,138.0,1.022463768115942,1.069767441860465
719.0,131.2,143.6,137.4,1.0451237263464337,1.0472560975609757
720.0,134.5,146.1,138.1,1.0579290369297611,1.0267657992565056
721.0,132.6,145.3,138.0,1.0528985507246378,1.0407239819004526
722.0,135.2,147.8,138.1,1.0702389572773354,1.0214497041420119
723.0,135.2,147.8,138.0,1.0710144927536234,1.0207100591715976
724.0,133.0,149.5,139.0,1.0755395683453237,1.0451127819548873
725.0,136.3,149.5,139.7,1.0701503221188262,1.02494497432135
726.0,135.6,150.3,140.5,1.0697508896797154,1.0361356932153394
727.0,134.1,148.6,143.9,1.0326615705350937,1.0730797912005967
728.0,136.3,153.7,143.0,1.0748251748251747,1.049156272927366
729.0,137.8,152.0,141.4,1.074964639321075,1.0261248185776488
730.0,137.5,150.3,145.3,1.0344115622849277,1.0567272727272727
731.0,136.7,153.7,144.5,1.063667820069204,1.0570592538405268
732.0,141.2,155.3,145.3,1.0688231245698554,1.0290368271954675
733.0,138.6,154.5,145.5,1.0618556701030928,1.04978354978355
734.0,139.7,155.3,146.2,1.0622435020519838,1.0465282748747315
735.0,140.8,156.2,146.2,1.0683994528043776,1.0383522727272725
736.0,140.0,157.9,148.5,1.0632996632996634,1.0607142857142857
737.0,144.5,160.4,149.4,1.073627844712182,1.0339100346020762
738.0,144.9,158.7,148.7,1.0672494956287828,1.0262249827467218
739.0,141.9,149.5,136.5,1.0952380952380953,0.9619450317124736
740.0,141.6,152.0,133.3,1.1402850712678168,0.9413841807909605
741.0,137.9,136.0,134.7,1.0096510764662212,0.9767947788252356
742.0,136.4,136.9,136.5,1.002930402930403,1.000733137829912
743.0,135.2,136.9,131.7,1.0394836750189826,0.974112426035503
744.0,134.9,135.2,134.0,1.008955223880597,0.9933283914010378
745.0,130.7,134.3,129.4,1.037867078825348,0.9900535577658762
746.0,133.4,136.0,124.5,1.0923694779116466,0.9332833583208395
747.0,130.8,134.3,129.4,1.037867078825348,0.9892966360856269
748.0,133.7,136.9,127.7,1.072043852779953,0.9551234106207929
749.0,134.9,132.7,127.7,1.0391542678151917,0.9466271312083024
750.0,128.9,132.7,127.5,1.0407843137254902,0.9891388673390225
751.0,132.7,134.3,129.3,1.0386697602474864,0.9743782969103242
752.0,129.2,136.9,127.7,1.072043852779953,0.988390092879257
753.0,131.1,136.9,125.9,1.0873709293089753,0.9603356216628529
754.0,129.3,137.7,131.7,1.0455580865603644,1.0185614849187934
755.0,128.5,137.7,130.1,1.0584166026133743,1.0124513618677042
756.0,128.9,139.4,132.4,1.052870090634441,1.0271528316524436
757.0,129.2,140.2,133.3,1.0517629407351836,1.031733746130031
758.0,130.0,141.1,132.4,1.0657099697885195,1.0184615384615385
759.0,131.2,142.7,138.1,1.0333091962346126,1.0525914634146343
760.0,128.9,143.6,137.3,1.0458849235251273,1.065166795965865
761.0,133.0,143.6,134.9,1.0644922164566344,1.0142857142857142
762.0,130.8,144.4,138.9,1.0395968322534197,1.061926605504587
763.0,128.9,143.6,139.7,1.027916964924839,1.0837858805275407
764.0,132.6,146.1,137.3,1.064093226511289,1.0354449472096532
765.0,131.9,146.9,137.2,1.0706997084548107,1.0401819560272934
766.0,133.4,147.8,142.9,1.0342897130860742,1.0712143928035982
767.0,136.7,149.5,140.7,1.062544420753376,1.0292611558156548
768.0,137.1,152.8,143.0,1.0685314685314686,1.0430342815463165
769.0,134.8,150.3,142.2,1.0569620253164558,1.0548961424332342
770.0,135.3,151.1,142.9,1.0573827851644506,1.0561714708056171
771.0,135.3,152.0,143.7,1.0577592205984692,1.0620842572062084
772.0,135.6,151.1,144.6,1.0449515905947442,1.0663716814159292
773.0,139.4,155.3,145.3,1.0688231245698554,1.0423242467718796
774.0,136.3,154.5,145.3,1.063317274604267,1.066030814380044
775.0,137.5,154.5,143.8,1.0744089012517384,1.045818181818182
776.0,138.9,156.2,145.4,1.074277854195323,1.0467962562994961
777.0,140.5,157.0,146.2,1.0738714090287278,1.0405693950177934
778.0,142.0,157.9,146.9,1.0748808713410483,1.0345070422535212
779.0,143.4,159.5,148.7,1.0726294552790856,1.0369595536959553
780.0,139.3,138.5,142.2,0.9739803094233475,1.020818377602297
781.0,143.0,136.9,133.3,1.027006751687922,0.9321678321678323
782.0,138.6,140.2,131.7,1.064540622627183,0.9502164502164502
783.0,144.6,136.9,130.8,1.0466360856269112,0.9045643153526972
784.0,136.7,135.2,127.7,1.0587314017227876,0.934162399414777
785.0,136.7,136.0,126.8,1.0725552050473186,0.9275786393562546
786.0,134.5,132.7,130.8,1.0145259938837918,0.9724907063197027
787.0,135.9,134.3,126.0,1.0658730158730159,0.9271523178807947
788.0,134.1,136.0,129.4,1.0510046367851622,0.9649515287099181
789.0,132.3,131.0,126.8,1.0331230283911672,0.9584278155706726
790.0,129.6,132.7,130.1,1.0199846272098385,1.003858024691358
791.0,129.3,135.2,126.8,1.0662460567823344,0.9806651198762567
792.0,132.3,134.3,125.9,1.0667196187450358,0.9516250944822373
793.0,128.2,136.9,131.7,1.0394836750189826,1.0273010920436818
794.0,133.4,138.5,126.7,1.0931333859510655,0.9497751124437781
795.0,128.2,133.5,130.1,1.0261337432744044,1.014820592823713
796.0,127.5,136.0,132.4,1.0271903323262839,1.0384313725490197
797.0,127.5,137.7,130.8,1.0527522935779814,1.0258823529411765
798.0,129.3,139.4,132.5,1.0520754716981133,1.0247486465583913
799.0,131.2,140.2,133.2,1.0525525525525525,1.0152439024390243
800.0,128.2,138.5,131.7,1.0516324981017464,1.0273010920436818
801.0,131.5,142.7,134.0,1.0649253731343282,1.0190114068441065
802.0,129.7,142.7,136.4,1.0461876832844574,1.0516576715497303
803.0,129.3,143.6,137.3,1.0458849235251273,1.0618716163959783
804.0,131.2,142.7,136.5,1.0454212454212453,1.0403963414634148
805.0,130.0,143.6,137.2,1.0466472303206997,1.0553846153846154
806.0,130.8,144.4,137.4,1.0509461426491995,1.0504587155963303
807.0,132.7,146.9,138.0,1.0644927536231885,1.039939713639789
808.0,130.7,145.3,139.0,1.0453237410071943,1.063504208110176
809.0,132.3,148.6,140.5,1.0576512455516014,1.0619803476946332
810.0,135.3,150.3,139.7,1.0758768790264854,1.0325203252032518
811.0,135.2,151.1,141.4,1.0685997171145685,1.0458579881656807
812.0,133.8,149.5,141.3,1.0580325548478413,1.0560538116591929
813.0,135.3,151.1,144.6,1.0449515905947442,1.0687361419068735
814.0,137.1,153.7,143.0,1.0748251748251747,1.0430342815463165
815.0,135.6,153.7,145.4,1.0570839064649242,1.0722713864306785
816.0,138.2,156.2,143.9,1.085476025017373,1.0412445730824893
817.0,137.1,152.8,144.6,1.0567081604426003,1.0547045951859957
818.0,137.5,155.3,146.1,1.0629705681040384,1.0625454545454545
