Simulation Number, 1  0  0, 0  0  1, 1  0  1,AspectRatio_ 0  0  1/ 1  0  1,AspectRatio_ 1  0  1/ 1  0  0
819.0,140.1,157.0,149.4,1.0508701472556894,1.0663811563169165
820.0,138.6,154.5,148.7,1.0390047074646942,1.0728715728715728
821.0,136.7,138.5,135.6,1.0213864306784661,0.991953182150695
822.0,140.0,145.3,135.8,1.0699558173784978,0.9700000000000001
823.0,140.5,141.9,129.4,1.0965996908809892,0.9209964412811388
824.0,134.8,136.0,134.0,1.0149253731343284,0.9940652818991097
825.0,139.7,135.2,130.9,1.0328495034377385,0.9370078740157481
826.0,132.3,133.5,125.1,1.0671462829736211,0.9455782312925168
827.0,131.5,131.8,127.7,1.0321064996084575,0.9711026615969582
828.0,132.2,132.7,126.8,1.0465299684542586,0.9591527987897126
829.0,131.1,133.5,126.0,1.0595238095238095,0.9610983981693364
830.0,128.5,131.8,127.5,1.0337254901960786,0.9922178988326849
831.0,130.8,132.7,125.9,1.0540111199364575,0.9625382262996941
832.0,129.3,132.7,126.1,1.0523394131641555,0.9752513534416085
833.0,130.4,132.7,126.0,1.053174603174603,0.9662576687116564
834.0,128.1,132.7,126.0,1.053174603174603,0.9836065573770493
835.0,127.0,134.3,127.7,1.0516836335160533,1.005511811023622
836.0,127.1,136.0,127.5,1.0666666666666667,1.003147128245476
837.0,128.1,136.0,130.0,1.0461538461538462,1.014832162373146
838.0,126.3,134.3,133.3,1.0075018754688672,1.0554235946159938
839.0,127.4,137.7,130.1,1.0584166026133743,1.021193092621664
840.0,128.1,138.5,133.2,1.0397897897897899,1.0398126463700235
841.0,129.7,141.1,134.2,1.0514157973174367,1.0346954510408635
842.0,127.0,139.4,134.0,1.0402985074626867,1.0551181102362204
843.0,128.9,141.9,134.9,1.0518902891030393,1.0465477114041892
844.0,128.9,141.9,134.8,1.0526706231454006,1.0457719162141195
845.0,126.7,141.9,134.1,1.058165548098434,1.058405682715075
846.0,131.1,144.4,135.6,1.064896755162242,1.034324942791762
847.0,128.9,144.4,138.1,1.0456191165821869,1.0713731574864236
848.0,131.5,145.3,135.6,1.071533923303835,1.0311787072243346
849.0,129.2,142.7,139.7,1.0214745884037222,1.0812693498452013
850.0,134.1,147.8,138.0,1.0710144927536234,1.029082774049217
851.0,133.3,148.6,140.6,1.0568990042674253,1.0547636909227305
852.0,133.0,148.6,138.1,1.0760318609703114,1.0383458646616541
853.0,131.9,146.9,141.4,1.038896746817539,1.0720242608036392
854.0,134.2,148.6,141.4,1.050919377652051,1.053651266766021
855.0,134.5,151.1,143.0,1.0566433566433566,1.063197026022305
856.0,134.8,152.8,142.9,1.0692792162351294,1.0600890207715132
857.0,135.6,152.8,144.6,1.0567081604426003,1.0663716814159292
858.0,142.0,156.2,142.9,1.093072078376487,1.0063380281690142
859.0,140.1,154.5,144.5,1.069204152249135,1.0314061384725197
860.0,136.7,153.7,143.8,1.0688456189151598,1.0519385515727873
861.0,139.0,157.0,146.2,1.0738714090287278,1.051798561151079
862.0,139.0,143.6,134.9,1.0644922164566344,0.9705035971223022
863.0,138.2,139.4,133.2,1.0465465465465467,0.9638205499276411
864.0,140.4,135.2,129.3,1.0456303170920338,0.920940170940171
865.0,135.7,133.5,131.0,1.0190839694656488,0.9653647752394989
866.0,134.2,134.3,126.0,1.0658730158730159,0.9388971684053652
867.0,137.5,134.3,130.0,1.0330769230769232,0.9454545454545454
868.0,134.2,131.0,127.5,1.0274509803921568,0.9500745156482863
869.0,132.2,134.3,129.3,1.0386697602474864,0.9780635400907717
870.0,128.2,131.0,126.8,1.0331230283911672,0.9890795631825273
871.0,130.8,135.2,121.1,1.116432700247729,0.9258409785932721
872.0,130.8,131.8,125.2,1.0527156549520766,0.9571865443425076
873.0,125.5,133.5,127.7,1.0454189506656226,1.0175298804780877
874.0,129.2,132.7,126.6,1.0481832543443916,0.9798761609907121
875.0,127.5,136.0,126.1,1.078509119746233,0.9890196078431372
876.0,127.0,132.7,128.4,1.0334890965732086,1.0110236220472442
877.0,128.1,136.9,128.4,1.0661993769470406,1.0023419203747073
878.0,126.3,136.9,129.2,1.0595975232198145,1.0229612034837687
879.0,127.8,136.9,130.9,1.0458365164247516,1.0242566510172144
880.0,124.4,136.9,131.0,1.0450381679389313,1.0530546623794212
881.0,126.3,136.9,131.6,1.040273556231003,1.041963578780681
882.0,128.2,140.2,130.8,1.0718654434250763,1.0202808112324495
883.0,127.4,140.2,133.1,1.053343350864012,1.0447409733124018
884.0,128.9,141.1,134.1,1.052199850857569,1.0403413498836307
885.0,126.3,140.2,134.0,1.0462686567164179,1.060965954077593
886.0,127.1,138.5,134.2,1.0320417287630403,1.055861526357199
887.0,128.9,143.6,135.8,1.0574374079528717,1.0535298681148177
888.0,131.5,143.6,137.4,1.0451237263464337,1.0448669201520913
889.0,130.4,144.4,138.1,1.0456191165821869,1.059049079754601
890.0,131.5,145.3,139.0,1.0453237410071943,1.0570342205323193
891.0,131.5,146.1,138.0,1.058695652173913,1.049429657794677
892.0,133.0,148.6,138.0,1.0768115942028984,1.037593984962406
893.0,133.8,149.5,139.7,1.0701503221188262,1.0440956651718982
894.0,133.4,148.6,138.8,1.0706051873198845,1.04047976011994
895.0,133.4,147.8,141.3,1.046001415428167,1.0592203898050976
896.0,133.4,149.5,142.2,1.0513361462728552,1.065967016491754
897.0,133.8,148.6,143.0,1.0391608391608391,1.068759342301943
898.0,133.3,149.5,143.7,1.0403618649965205,1.078019504876219
899.0,134.1,151.1,143.7,1.0514961725817675,1.0715883668903803
900.0,132.3,148.6,144.6,1.0276625172890732,1.09297052154195
901.0,135.3,152.8,144.6,1.0567081604426003,1.0687361419068735
902.0,137.1,155.3,146.2,1.0622435020519838,1.0663749088256747
903.0,138.6,138.5,131.7,1.0516324981017464,0.9502164502164502
904.0,139.3,138.5,131.6,1.0524316109422494,0.9447236180904521
905.0,138.2,136.9,130.8,1.0466360856269112,0.946454413892909
906.0,136.3,132.7,130.1,1.0199846272098385,0.9545121056493029
907.0,134.1,132.7,126.8,1.0465299684542586,0.9455630126771066
908.0,131.1,135.2,124.3,1.0876910699919549,0.9481311975591152
909.0,130.8,131.8,129.4,1.01854714064915,0.9892966360856269
910.0,131.5,135.2,126.1,1.0721649484536082,0.95893536121673
911.0,128.9,128.5,126.6,1.0150078988941549,0.982156710628394
912.0,132.3,131.0,126.8,1.0331230283911672,0.9584278155706726
913.0,129.7,131.0,124.4,1.0530546623794212,0.9591364687740942
914.0,129.3,133.5,122.7,1.0880195599022005,0.9489559164733178
915.0,130.3,132.7,125.2,1.0599041533546325,0.960859554873369
916.0,128.9,132.7,125.9,1.0540111199364575,0.9767261442979054
917.0,128.2,132.7,125.9,1.0540111199364575,0.982059282371295
918.0,124.4,131.0,130.1,1.0069177555726365,1.0458199356913183
919.0,127.5,136.9,127.6,1.072884012539185,1.0007843137254901
920.0,124.8,134.3,126.8,1.0591482649842272,1.016025641025641
921.0,125.5,134.3,127.5,1.0533333333333335,1.0159362549800797
922.0,127.1,136.9,131.6,1.040273556231003,1.035405192761605
923.0,127.1,139.4,131.6,1.0592705167173253,1.035405192761605
924.0,127.1,137.7,130.9,1.0519480519480517,1.0298977183320221
925.0,131.1,141.9,133.3,1.064516129032258,1.0167810831426394
926.0,128.9,139.4,135.6,1.028023598820059,1.051978277734678
927.0,128.5,140.2,134.9,1.039288361749444,1.0498054474708172
928.0,128.1,141.9,136.4,1.0403225806451613,1.064793130366901
929.0,129.2,142.7,134.0,1.0649253731343282,1.0371517027863777
930.0,128.9,142.7,134.1,1.064131245339299,1.0403413498836307
931.0,128.5,145.3,135.7,1.0707442888725132,1.056031128404669
932.0,130.8,146.9,137.2,1.0706997084548107,1.0489296636085625
933.0,131.5,145.3,138.1,1.0521361332367851,1.050190114068441
934.0,131.2,146.9,138.0,1.0644927536231885,1.051829268292683
935.0,131.1,146.1,139.6,1.0465616045845272,1.064836003051106
936.0,131.1,147.8,139.6,1.0587392550143269,1.064836003051106
937.0,131.2,147.8,139.7,1.0579813886900502,1.0647865853658536
938.0,132.6,149.5,142.1,1.0520760028149192,1.0716440422322775
939.0,132.6,150.3,142.3,1.05621925509487,1.0731523378582204
940.0,134.8,147.8,142.1,1.0401125967628433,1.054154302670623
941.0,135.3,152.0,143.0,1.062937062937063,1.056910569105691
942.0,136.7,152.8,143.7,1.0633263743910928,1.0512070226773957
943.0,135.6,151.1,143.0,1.0566433566433566,1.0545722713864307
944.0,137.8,138.5,137.2,1.0094752186588922,0.9956458635703918
945.0,141.6,139.4,130.9,1.0649350649350648,0.9244350282485877
946.0,138.2,140.2,131.5,1.0661596958174904,0.9515195369030391
947.0,141.6,135.2,127.6,1.0595611285266457,0.9011299435028248
948.0,133.0,135.2,124.5,1.0859437751004015,0.9360902255639098
949.0,137.1,129.3,128.4,1.0070093457943925,0.9365426695842451
950.0,131.2,130.1,127.6,1.0195924764890283,0.9725609756097562
951.0,133.8,131.8,122.7,1.0741646291768543,0.9170403587443946
952.0,127.4,127.6,125.2,1.0191693290734825,0.9827315541601256
953.0,127.8,128.5,125.2,1.0263578274760383,0.9796557120500783
954.0,131.8,130.1,126.8,1.02602523659306,0.9620637329286797
955.0,128.5,130.1,123.6,1.052588996763754,0.9618677042801556
956.0,126.3,131.8,124.4,1.0594855305466238,0.9849564528899446
957.0,127.4,134.3,127.5,1.0533333333333335,1.000784929356358
958.0,127.8,133.5,125.2,1.06629392971246,0.9796557120500783
959.0,126.6,131.8,126.7,1.0402525651144436,1.0007898894154819
960.0,124.1,134.3,127.5,1.0533333333333335,1.0273972602739727
961.0,125.6,132.7,127.5,1.0407843137254902,1.0151273885350318
962.0,124.8,132.7,129.4,1.025502318392581,1.0368589743589745
963.0,124.5,136.0,127.5,1.0666666666666667,1.0240963855421688
964.0,127.8,136.0,128.3,1.0600155884645361,1.0039123630672928
965.0,125.9,138.5,130.8,1.058868501529052,1.0389197776012709
966.0,124.4,136.9,131.7,1.0394836750189826,1.0586816720257233
967.0,128.5,141.9,133.2,1.0653153153153154,1.0365758754863812
968.0,127.8,140.2,132.4,1.0589123867069485,1.0359937402190924
969.0,125.5,140.2,134.1,1.0454884414615957,1.0685258964143425
970.0,127.8,141.9,136.5,1.0395604395604396,1.068075117370892
971.0,127.4,141.9,134.9,1.0518902891030393,1.0588697017268447
972.0,127.0,141.9,134.9,1.0518902891030393,1.0622047244094488
973.0,129.3,141.9,135.6,1.0464601769911506,1.0487238979118327
974.0,128.9,143.6,138.8,1.0345821325648414,1.0768037238169124
975.0,128.5,143.6,136.4,1.0527859237536656,1.0614785992217899
976.0,130.4,144.4,136.5,1.057875457875458,1.0467791411042944
977.0,130.4,147.8,138.8,1.0648414985590777,1.0644171779141105
978.0,132.2,146.1,137.2,1.064868804664723,1.037821482602118
979.0,133.4,148.6,138.8,1.0706051873198845,1.04047976011994
980.0,129.2,146.1,139.7,1.0458124552612742,1.0812693498452013
981.0,131.9,147.8,141.4,1.0452616690240453,1.0720242608036392
982.0,135.2,152.0,139.7,1.0880458124552614,1.0332840236686391
983.0,137.1,152.0,143.7,1.0577592205984692,1.048140043763676
984.0,134.9,151.1,143.7,1.0514961725817675,1.0652335063009635
985.0,135.3,131.8,130.8,1.007645259938838,0.9667405764966741
986.0,134.5,136.9,127.7,1.072043852779953,0.9494423791821561
987.0,132.2,139.4,129.2,1.0789473684210529,0.9773071104387292
988.0,133.3,134.3,126.8,1.0591482649842272,0.951237809452363
989.0,134.8,130.1,122.9,1.0585842148087876,0.9117210682492581
990.0,131.4,131.0,127.6,1.0266457680250785,0.9710806697108066
991.0,133.7,132.7,121.9,1.0885972108285478,0.911742707554226
992.0,127.8,129.3,125.1,1.0335731414868108,0.9788732394366197
993.0,127.0,127.6,125.2,1.0191693290734825,0.9858267716535434
994.0,126.3,128.5,122.7,1.0472697636511816,0.9714964370546318
995.0,124.1,129.3,123.5,1.0469635627530365,0.9951651893634167
996.0,123.3,128.5,125.9,1.0206513105639397,1.0210867802108679
997.0,129.3,129.3,124.4,1.0393890675241158,0.9621036349574632
998.0,125.9,129.3,124.5,1.03855421686747,0.988880063542494
999.0,123.3,129.3,126.8,1.0197160883280758,1.0283860502838604
1000.0,124.8,131.8,125.9,1.0468625893566323,1.0088141025641026
1001.0,125.2,134.3,125.9,1.0667196187450358,1.005591054313099
1002.0,125.9,133.5,125.1,1.0671462829736211,0.9936457505957108
1003.0,124.8,132.7,126.7,1.0473559589581687,1.015224358974359
1004.0,125.5,136.0,129.3,1.0518174787316317,1.0302788844621515
1005.0,124.8,136.0,129.4,1.0510046367851622,1.0368589743589745
1006.0,123.3,137.7,128.4,1.072429906542056,1.0413625304136254
1007.0,127.1,136.9,130.9,1.0458365164247516,1.0298977183320221
1008.0,124.8,140.2,130.9,1.071046600458365,1.0488782051282053
1009.0,126.6,138.5,133.2,1.0397897897897899,1.052132701421801
1010.0,126.6,139.4,132.4,1.052870090634441,1.0458135860979463
1011.0,124.8,140.2,135.7,1.0331613854089905,1.0873397435897436
1012.0,127.4,141.1,134.9,1.0459599703484062,1.0588697017268447
1013.0,126.3,141.1,134.1,1.052199850857569,1.0617577197149644
1014.0,128.5,142.7,138.1,1.0333091962346126,1.0747081712062256
1015.0,130.0,143.6,136.5,1.052014652014652,1.05
1016.0,128.1,141.9,135.7,1.0456890198968314,1.059328649492584
1017.0,132.2,146.1,137.2,1.064868804664723,1.037821482602118
1018.0,127.4,143.6,137.2,1.0466472303206997,1.0769230769230769
1019.0,134.1,147.8,138.9,1.0640748740100792,1.0357941834451903
1020.0,131.5,146.9,138.8,1.0583573487031699,1.055513307984791
1021.0,130.8,146.1,140.5,1.0398576512455515,1.0741590214067278
1022.0,133.7,148.6,139.7,1.0637079455977094,1.0448765893792071
1023.0,133.0,149.5,143.7,1.0403618649965205,1.0804511278195488
1024.0,135.6,150.3,139.7,1.0758768790264854,1.03023598820059
1025.0,133.3,149.5,141.3,1.0580325548478413,1.0600150037509377
1026.0,141.5,141.9,131.5,1.0790874524714829,0.9293286219081273
1027.0,140.1,133.5,134.9,0.9896219421793921,0.9628836545324769
1028.0,135.9,130.1,131.7,0.9878511769172362,0.9690949227373067
1029.0,136.4,131.0,129.3,1.0131477184841453,0.9479472140762464
1030.0,137.1,129.3,126.8,1.0197160883280758,0.9248723559445661
1031.0,134.1,130.1,122.9,1.0585842148087876,0.9164802386278897
1032.0,129.7,130.1,126.8,1.02602523659306,0.9776407093292213
1033.0,133.4,130.1,121.1,1.0743187448389762,0.9077961019490254
1034.0,127.1,128.5,123.6,1.0396440129449838,0.9724626278520849
1035.0,124.8,128.5,125.9,1.0206513105639397,1.0088141025641026
1036.0,124.4,129.3,124.5,1.03855421686747,1.0008038585209003
1037.0,125.6,129.3,122.0,1.0598360655737706,0.9713375796178344
1038.0,125.1,126.8,123.6,1.0258899676375404,0.988009592326139
1039.0,122.6,129.3,123.5,1.0469635627530365,1.007340946166395
1040.0,123.3,131.0,124.3,1.0539018503620274,1.008110300081103
1041.0,124.5,131.0,125.2,1.046325878594249,1.0056224899598394
1042.0,123.3,131.8,125.2,1.0527156549520766,1.0154095701540957
1043.0,123.7,131.8,126.8,1.0394321766561516,1.0250606305578012
1044.0,122.2,133.5,126.8,1.052839116719243,1.0376432078559739
1045.0,124.4,131.8,127.5,1.0337254901960786,1.02491961414791
1046.0,124.8,133.5,129.2,1.0332817337461302,1.0352564102564101
1047.0,124.4,136.0,129.2,1.0526315789473686,1.0385852090032153
1048.0,124.0,134.3,131.0,1.0251908396946565,1.0564516129032258
1049.0,122.6,136.9,131.7,1.0394836750189826,1.0742251223491028
1050.0,123.3,138.5,131.7,1.0516324981017464,1.0681265206812651
1051.0,126.3,138.5,131.6,1.0524316109422494,1.041963578780681
1052.0,125.6,140.2,133.2,1.0525525525525525,1.0605095541401273
1053.0,125.9,139.4,132.5,1.0520754716981133,1.0524225575853852
1054.0,125.5,139.4,134.2,1.038748137108793,1.0693227091633466
1055.0,126.3,141.9,133.3,1.064516129032258,1.0554235946159938
1056.0,129.0,142.7,134.0,1.0649253731343282,1.0387596899224807
1057.0,127.4,141.9,134.8,1.0526706231454006,1.0580847723704867
1058.0,126.7,141.9,136.4,1.0403225806451613,1.0765588003157065
1059.0,129.6,142.7,134.1,1.064131245339299,1.0347222222222223
1060.0,129.3,142.7,134.9,1.0578206078576722,1.0433101314771849
1061.0,128.5,144.4,138.8,1.0403458213256485,1.0801556420233465
1062.0,130.0,146.9,138.1,1.0637219406227372,1.0623076923076922
1063.0,131.5,146.9,138.0,1.0644927536231885,1.049429657794677
1064.0,131.9,147.8,139.7,1.0579813886900502,1.0591357088703561
1065.0,133.3,150.3,141.3,1.0636942675159236,1.0600150037509377
1066.0,131.9,147.8,143.7,1.0285316631871957,1.0894617134192568
1067.0,140.4,135.2,133.3,1.0142535633908476,0.9494301994301995
1068.0,138.2,133.5,128.3,1.040530007794232,0.9283646888567295
1069.0,137.9,136.9,132.4,1.033987915407855,0.9601160261058739
1070.0,135.2,132.7,125.2,1.0599041533546325,0.92603550295858
1071.0,127.8,128.5,126.1,1.0190325138778749,0.986697965571205
1072.0,131.9,134.3,122.0,1.1008196721311476,0.9249431387414707
1073.0,129.9,129.3,125.2,1.0327476038338659,0.9638183217859893
1074.0,128.5,125.9,125.2,1.005591054313099,0.9743190661478599
1075.0,125.6,123.4,126.8,0.9731861198738171,1.0095541401273886
1076.0,131.9,128.5,121.3,1.0593569661995055,0.9196360879454132
1077.0,125.1,129.3,121.1,1.0677126341866228,0.9680255795363709
1078.0,129.3,127.6,125.9,1.0135027799841143,0.9737045630317092
1079.0,123.3,130.1,120.4,1.080564784053156,0.9764801297648014
1080.0,124.1,128.5,124.3,1.0337892196299276,1.0016116035455278
1081.0,122.9,131.0,122.0,1.0737704918032787,0.9926769731489015
1082.0,121.8,131.8,125.9,1.0468625893566323,1.0336617405582924
1083.0,122.2,132.7,124.4,1.0667202572347265,1.0180032733224222
1084.0,119.2,131.8,126.8,1.0394321766561516,1.0637583892617448
1085.0,121.8,130.1,126.8,1.02602523659306,1.0410509031198687
1086.0,125.5,132.7,125.2,1.0599041533546325,0.9976095617529881
1087.0,120.3,131.8,126.7,1.0402525651144436,1.0532003325020782
1088.0,122.5,135.2,126.8,1.0662460567823344,1.0351020408163265
1089.0,123.0,134.3,129.2,1.0394736842105265,1.0504065040650405
1090.0,122.6,135.2,129.3,1.0456303170920338,1.0546492659053834
1091.0,124.0,136.0,130.0,1.0461538461538462,1.0483870967741935
1092.0,124.1,136.0,131.7,1.0326499620349279,1.0612409347300564
1093.0,121.8,136.9,132.4,1.033987915407855,1.0870279146141215
1094.0,125.9,139.4,132.4,1.052870090634441,1.051628276409849
1095.0,128.1,141.1,133.3,1.058514628657164,1.0405932864949259
1096.0,125.6,138.5,132.6,1.0444947209653093,1.055732484076433
1097.0,126.6,140.2,131.7,1.064540622627183,1.0402843601895735
1098.0,125.9,140.2,133.3,1.0517629407351836,1.0587768069896744
1099.0,126.6,141.1,134.8,1.0467359050445102,1.0647709320695105
1100.0,130.0,145.3,136.5,1.0644688644688645,1.05
1101.0,124.8,140.2,134.8,1.0400593471810087,1.0801282051282053
1102.0,130.0,146.9,136.5,1.0761904761904761,1.05
1103.0,129.2,145.3,140.5,1.0341637010676157,1.0874613003095976
1104.0,130.4,146.1,139.7,1.0458124552612742,1.071319018404908
1105.0,132.3,146.1,138.8,1.052593659942363,1.0491307634164777
1106.0,131.1,147.8,141.3,1.046001415428167,1.0778032036613274
1107.0,129.3,145.3,143.0,1.0160839160839161,1.1059551430781127
1108.0,136.7,137.7,127.5,1.0799999999999998,0.9326993416239943
1109.0,134.5,136.0,124.4,1.0932475884244373,0.9249070631970261
1110.0,131.5,131.0,127.5,1.0274509803921568,0.9695817490494296
1111.0,131.9,126.8,125.9,1.0071485305798251,0.954510993176649
1112.0,131.2,134.3,125.2,1.0726837060702876,0.9542682926829269
1113.0,129.0,130.1,122.9,1.0585842148087876,0.9527131782945737
1114.0,130.8,130.1,124.4,1.0458199356913183,0.9510703363914372
1115.0,126.3,128.5,121.2,1.0602310231023102,0.9596199524940618
1116.0,128.9,130.1,117.1,1.1110162254483347,0.908456167571761
1117.0,124.4,126.8,123.5,1.0267206477732793,0.992765273311897
1118.0,125.9,127.6,122.7,1.0399348003259983,0.9745830023828435
1119.0,125.9,128.5,121.1,1.0611065235342692,0.9618745035742652
1120.0,124.8,127.6,120.4,1.0598006644518272,0.9647435897435898
1121.0,127.0,128.5,123.5,1.040485829959514,0.9724409448818898
1122.0,124.0,128.5,121.3,1.0593569661995055,0.9782258064516128
1123.0,120.0,129.3,122.7,1.0537897310513449,1.0225
1124.0,122.5,127.6,124.2,1.0273752012882447,1.013877551020408
1125.0,124.0,132.7,121.1,1.0957886044591247,0.9766129032258064
1126.0,121.8,131.8,125.2,1.0527156549520766,1.0279146141215108
1127.0,121.1,131.8,126.0,1.046031746031746,1.0404624277456649
1128.0,121.8,131.8,126.8,1.0394321766561516,1.0410509031198687
1129.0,123.7,133.5,126.8,1.052839116719243,1.0250606305578012
1130.0,120.4,133.5,128.4,1.0397196261682242,1.0664451827242525
1131.0,124.8,135.2,129.2,1.0464396284829722,1.0352564102564101
1132.0,124.4,136.0,129.3,1.0518174787316317,1.0393890675241158
1133.0,124.4,136.9,129.3,1.0587780355761793,1.0393890675241158
1134.0,122.6,136.9,132.4,1.033987915407855,1.0799347471451877
1135.0,124.8,138.5,131.0,1.0572519083969465,1.0496794871794872
1136.0,124.4,137.7,133.3,1.0330082520630155,1.0715434083601287
1137.0,127.4,140.2,131.6,1.0653495440729484,1.0329670329670328
1138.0,124.1,139.4,135.6,1.028023598820059,1.0926672038678484
1139.0,125.9,140.2,134.1,1.0454884414615957,1.0651310563939633
1140.0,125.6,138.5,132.5,1.0452830188679245,1.054936305732484
1141.0,127.4,141.1,136.4,1.034457478005865,1.0706436420722134
1142.0,128.2,142.7,134.9,1.0578206078576722,1.0522620904836195
1143.0,128.2,142.7,135.7,1.051584377302874,1.0585023400936038
1144.0,130.0,145.3,134.9,1.07709414381023,1.0376923076923077
1145.0,130.4,146.9,137.2,1.0706997084548107,1.0521472392638036
1146.0,130.8,145.3,136.4,1.06524926686217,1.0428134556574924
1147.0,132.6,147.8,137.3,1.0764748725418791,1.0354449472096532
1148.0,132.6,147.8,141.3,1.046001415428167,1.065610859728507
1149.0,132.6,131.0,130.9,1.0007639419404124,0.9871794871794872
1150.0,133.0,131.8,127.5,1.0337254901960786,0.9586466165413534
1151.0,132.3,127.6,125.1,1.0199840127897681,0.9455782312925168
1152.0,129.6,128.5,126.8,1.0134069400630914,0.9783950617283951
1153.0,131.5,129.3,120.3,1.0748129675810476,0.914828897338403
1154.0,126.6,125.9,123.6,1.0186084142394822,0.976303317535545
1155.0,130.4,127.6,122.7,1.0399348003259983,0.9409509202453987
1156.0,123.2,124.3,121.2,1.0255775577557755,0.9837662337662337
1157.0,123.7,125.1,123.5,1.0129554655870445,0.9983831851253031
1158.0,120.7,125.9,119.7,1.051796157059315,0.9917149958574979
1159.0,122.6,125.9,119.7,1.051796157059315,0.9763458401305057
1160.0,119.2,125.1,123.6,1.0121359223300972,1.0369127516778522
1161.0,121.8,124.3,120.3,1.0332502078137988,0.9876847290640394
1162.0,120.3,125.9,122.0,1.0319672131147541,1.0141313383208646
1163.0,120.0,125.9,120.4,1.0456810631229236,1.0033333333333334
1164.0,123.3,127.6,120.4,1.0598006644518272,0.9764801297648014
1165.0,121.8,129.3,122.0,1.0598360655737706,1.0016420361247949
1166.0,122.6,129.3,125.2,1.0327476038338659,1.0212071778140295
1167.0,121.8,133.5,121.1,1.1023947151114781,0.9942528735632183
1168.0,121.5,131.8,125.1,1.053557154276579,1.0296296296296297
1169.0,121.5,131.8,126.8,1.0394321766561516,1.0436213991769547
1170.0,119.2,131.8,128.4,1.0264797507788161,1.0771812080536913
1171.0,121.8,133.5,125.2,1.06629392971246,1.0279146141215108
1172.0,120.8,135.2,126.8,1.0662460567823344,1.0496688741721854
1173.0,122.6,135.2,127.6,1.0595611285266457,1.0407830342577489
1174.0,123.7,136.0,130.0,1.0461538461538462,1.0509296685529506
1175.0,123.3,136.0,130.8,1.039755351681957,1.0608272506082725
1176.0,122.6,137.7,130.0,1.0592307692307692,1.0603588907014683
1177.0,123.3,137.7,133.3,1.0330082520630155,1.08110300081103
1178.0,124.8,137.7,131.7,1.0455580865603644,1.0552884615384615
1179.0,123.7,138.5,131.7,1.0516324981017464,1.0646725949878737
1180.0,125.5,139.4,134.0,1.0402985074626867,1.0677290836653386
1181.0,127.8,139.4,135.6,1.028023598820059,1.0610328638497653
1182.0,125.6,139.4,132.4,1.052870090634441,1.0541401273885351
1183.0,127.1,141.9,134.0,1.058955223880597,1.0542879622344612
1184.0,127.8,141.9,137.2,1.034256559766764,1.0735524256651017
1185.0,127.8,143.6,135.8,1.0574374079528717,1.0625978090766823
1186.0,127.8,142.7,135.7,1.051584377302874,1.0618153364632237
1187.0,129.7,145.3,137.3,1.0582665695557174,1.058596761757903
1188.0,130.8,146.9,135.6,1.0833333333333335,1.0366972477064218
1189.0,131.5,146.1,136.4,1.0711143695014662,1.0372623574144486
1190.0,131.5,133.5,133.2,1.0022522522522523,1.0129277566539923
1191.0,136.3,131.8,126.8,1.0394321766561516,0.9303008070432868
1192.0,133.4,131.8,125.2,1.0527156549520766,0.9385307346326837
1193.0,133.0,136.0,122.9,1.1065907241659885,0.9240601503759399
1194.0,134.5,134.3,124.3,1.0804505229283992,0.9241635687732341
1195.0,130.0,131.8,124.3,1.0603378921962994,0.9561538461538461
1196.0,127.1,127.6,119.7,1.0659983291562238,0.941778127458694
1197.0,122.5,123.4,119.5,1.0326359832635983,0.9755102040816327
1198.0,125.6,125.9,123.6,1.0186084142394822,0.9840764331210191
1199.0,126.7,125.9,119.6,1.052675585284281,0.9439621152328334
1200.0,121.1,125.9,121.0,1.0404958677685952,0.9991742361684559
1201.0,122.2,126.8,122.6,1.034257748776509,1.0032733224222585
1202.0,121.8,124.3,122.0,1.0188524590163934,1.0016420361247949
1203.0,121.1,128.5,118.7,1.0825610783487785,0.9801816680429398
1204.0,121.8,123.4,121.2,1.018151815181518,0.9950738916256158
1205.0,120.3,131.8,123.5,1.0672064777327936,1.0266001662510391
1206.0,120.6,129.3,121.3,1.065952184666117,1.005804311774461
1207.0,121.1,129.3,124.3,1.0402252614641996,1.0264244426094138
1208.0,120.4,129.3,123.6,1.046116504854369,1.026578073089701
1209.0,120.0,130.1,122.7,1.0603096984515077,1.0225
1210.0,121.8,131.0,125.9,1.0405083399523432,1.0336617405582924
1211.0,122.3,133.5,125.2,1.06629392971246,1.0237121831561733
1212.0,121.4,132.7,126.0,1.053174603174603,1.0378912685337727
1213.0,121.8,133.5,126.8,1.052839116719243,1.0410509031198687
1214.0,120.7,133.5,127.7,1.0454189506656226,1.0579950289975144
1215.0,121.8,134.3,126.8,1.0591482649842272,1.0410509031198687
1216.0,122.2,136.0,129.2,1.0526315789473686,1.0572831423895253
1217.0,123.7,135.2,128.4,1.0529595015576323,1.0379951495553759
1218.0,121.8,135.2,129.2,1.0464396284829722,1.0607553366174056
1219.0,122.5,136.9,129.2,1.0595975232198145,1.0546938775510204
1220.0,122.6,136.0,130.8,1.039755351681957,1.0668841761827081
1221.0,124.4,137.7,131.7,1.0455580865603644,1.0586816720257233
1222.0,124.8,141.9,133.2,1.0653153153153154,1.0673076923076923
1223.0,127.0,141.1,132.4,1.0657099697885195,1.04251968503937
1224.0,128.1,143.6,133.2,1.078078078078078,1.0398126463700235
1225.0,125.1,140.2,134.1,1.0454884414615957,1.0719424460431655
1226.0,128.2,142.7,136.5,1.0454212454212453,1.0647425897035883
